COOPID, YEAR, MONTH, DAY, precipitation
86628,1954,7,17,0.00000
86628,1954,7,18,0.00000
86628,1954,7,19,0.00000
86628,1954,7,20,0.00000
86628,1954,7,21,0.00000
86628,1954,7,22,0.00000
86628,1954,7,23,0.81000
86628,1954,7,24,0.26000
86628,1954,7,25,1.84000
86628,1954,7,26,1.68000
86628,1954,7,27,0.63000
86628,1954,7,28,0.03000
86628,1954,7,29,0.00000
86628,1954,7,30,0.00001
86628,1954,7,31,0.00000
86628,1954,8,1,0.04000
86628,1954,8,2,0.37000
86628,1954,8,3,0.00001
86628,1954,8,4,0.00000
86628,1954,8,5,0.00000
86628,1954,8,6,0.00000
86628,1954,8,7,0.77000
86628,1954,8,8,0.00001
86628,1954,8,9,0.46000
86628,1954,8,10,0.13000
86628,1954,8,11,0.00000
86628,1954,8,12,0.00000
86628,1954,8,13,0.00000
86628,1954,8,14,0.30000
86628,1954,8,15,0.00001
86628,1954,8,16,0.00000
86628,1954,8,17,0.00000
86628,1954,8,18,1.53000
86628,1954,8,19,0.00000
86628,1954,8,20,0.00000
86628,1954,8,21,0.08000
86628,1954,8,22,0.41000
86628,1954,8,23,0.00001
86628,1954,8,24,0.00001
86628,1954,8,25,0.03000
86628,1954,8,26,0.00001
86628,1954,8,27,0.00000
86628,1954,8,28,0.30000
86628,1954,8,29,0.00001
86628,1954,8,30,0.00000
86628,1954,8,31,0.00001
86628,1954,9,1,0.00000
86628,1954,9,2,0.00000
86628,1954,9,3,0.00000
86628,1954,9,4,0.43000
86628,1954,9,5,0.00000
86628,1954,9,6,0.09000
86628,1954,9,7,0.00000
86628,1954,9,8,0.00000
86628,1954,9,9,0.17000
86628,1954,9,10,0.00000
86628,1954,9,11,0.20000
86628,1954,9,12,0.73000
86628,1954,9,13,0.79000
86628,1954,9,14,0.88000
86628,1954,9,15,0.00000
86628,1954,9,16,0.00001
86628,1954,9,17,0.00000
86628,1954,9,18,0.00001
86628,1954,9,19,0.03000
86628,1954,9,20,0.00000
86628,1954,9,21,0.00000
86628,1954,9,22,0.30000
86628,1954,9,23,0.16000
86628,1954,9,24,0.23000
86628,1954,9,25,0.09000
86628,1954,9,26,0.00001
86628,1954,9,27,0.00001
86628,1954,9,28,0.00001
86628,1954,9,29,0.00000
86628,1954,9,30,0.00001
86628,1954,10,1,0.04000
86628,1954,10,2,0.19000
86628,1954,10,3,0.00000
86628,1954,10,4,0.00000
86628,1954,10,5,0.00000
86628,1954,10,6,0.05000
86628,1954,10,7,0.00001
86628,1954,10,8,2.13000
86628,1954,10,9,0.07000
86628,1954,10,10,0.25000
86628,1954,10,11,0.00000
86628,1954,10,12,0.00001
86628,1954,10,13,0.03000
86628,1954,10,14,0.44000
86628,1954,10,15,0.00000
86628,1954,10,16,0.00000
86628,1954,10,17,0.00000
86628,1954,10,18,0.00000
86628,1954,10,19,0.00000
86628,1954,10,20,0.00000
86628,1954,10,21,0.00000
86628,1954,10,22,0.00000
86628,1954,10,23,0.00000
86628,1954,10,24,0.00000
86628,1954,10,25,0.00000
86628,1954,10,26,0.00000
86628,1954,10,27,0.00000
86628,1954,10,28,0.00000
86628,1954,10,29,0.52000
86628,1954,10,30,0.03000
86628,1954,10,31,0.00000
86628,1954,11,1,0.00000
86628,1954,11,2,0.00000
86628,1954,11,3,0.00000
86628,1954,11,4,0.00000
86628,1954,11,5,0.00001
86628,1954,11,6,0.00000
86628,1954,11,7,0.00000
86628,1954,11,8,0.00000
86628,1954,11,9,0.00000
86628,1954,11,10,0.00001
86628,1954,11,11,0.36000
86628,1954,11,12,0.05000
86628,1954,11,13,0.00001
86628,1954,11,14,2.11000
86628,1954,11,15,0.00001
86628,1954,11,16,0.00000
86628,1954,11,17,0.00001
86628,1954,11,18,0.00000
86628,1954,11,19,0.07000
86628,1954,11,20,0.00001
86628,1954,11,21,0.00000
86628,1954,11,22,0.00000
86628,1954,11,23,0.21000
86628,1954,11,24,0.00000
86628,1954,11,25,0.00001
86628,1954,11,26,0.00000
86628,1954,11,27,0.00000
86628,1954,11,28,0.00000
86628,1954,11,29,0.00000
86628,1954,11,30,0.00000
86628,1954,12,1,0.00000
86628,1954,12,2,0.00000
86628,1954,12,3,0.00000
86628,1954,12,4,0.00000
86628,1954,12,5,0.00000
86628,1954,12,6,0.21000
86628,1954,12,7,0.00000
86628,1954,12,8,0.00000
86628,1954,12,9,0.00000
86628,1954,12,10,0.00001
86628,1954,12,11,0.00000
86628,1954,12,12,0.00000
86628,1954,12,13,0.41000
86628,1954,12,14,0.00000
86628,1954,12,15,0.00000
86628,1954,12,16,0.00000
86628,1954,12,17,0.00000
86628,1954,12,18,0.66000
86628,1954,12,19,0.00000
86628,1954,12,20,0.00000
86628,1954,12,21,0.00000
86628,1954,12,22,0.00000
86628,1954,12,23,0.00000
86628,1954,12,24,0.00000
86628,1954,12,25,0.00000
86628,1954,12,26,0.00000
86628,1954,12,27,0.00001
86628,1954,12,28,0.00000
86628,1954,12,29,0.00000
86628,1954,12,30,0.00000
86628,1954,12,31,0.00000
