COOPID, YEAR, MONTH, DAY, PRECIPITATION, MAX TEMP, MIN TEMP, MEAN TEMP
86628,2024,6,8,0.00001,97.00000,76.00000, 86.50000
86628,2024,6,9,0.00000,98.00000,78.00000, 88.00000
86628,2024,6,10,0.31000,97.00000,76.00000, 86.50000
86628,2024,6,11,0.42000,88.00000,75.00000, 81.50000
86628,2024,6,12,0.07000,89.00000,73.00000, 81.00000
86628,2024,6,13,0.03000,93.00000,76.00000, 84.50000
86628,2024,6,14,0.00001,93.00000,74.00000, 83.50000
86628,2024,6,15,0.00001,92.00000,75.00000, 83.50000
86628,2024,6,16,0.00000,94.00000,75.00000, 84.50000
86628,2024,6,17,0.06000,89.00000,76.00000, 82.50000
86628,2024,6,18,0.00001,89.00000,73.00000, 81.00000
86628,2024,6,19,0.92000,84.00000,74.00000, 79.00000
86628,2024,6,20,0.01000,90.00000,75.00000, 82.50000
86628,2024,6,21,0.14000,90.00000,75.00000, 82.50000
86628,2024,6,22,0.00001,93.00000,77.00000, 85.00000
86628,2024,6,23,0.31000,93.00000,75.00000, 84.00000
86628,2024,6,24,0.00000,94.00000,74.00000, 84.00000
86628,2024,6,25,1.28000,96.00000,73.00000, 84.50000
86628,2024,6,26,0.60000,95.00000,74.00000, 84.50000
86628,2024,6,27,0.02000,93.00000,75.00000, 84.00000
86628,2024,6,28,0.54000,91.00000,76.00000, 83.50000
86628,2024,6,29,0.69000,93.00000,74.00000, 83.50000
86628,2024,6,30,0.08000,91.00000,76.00000, 83.50000
86628,2024,7,1,0.00000,92.00000,74.00000, 83.00000
86628,2024,7,2,0.00000,95.00000,76.00000, 85.50000
86628,2024,7,3,0.00000,96.00000,77.00000, 86.50000
86628,2024,7,4,0.17000,95.00000,78.00000, 86.50000
86628,2024,7,5,0.00000,95.00000,78.00000, 86.50000
86628,2024,7,6,0.00000,94.00000,76.00000, 85.00000
86628,2024,7,7,0.00000,97.00000,77.00000, 87.00000
86628,2024,7,8,1.85000,98.00000,76.00000, 87.00000
86628,2024,7,9,0.03000,94.00000,75.00000, 84.50000
86628,2024,7,10,0.00000,93.00000,75.00000, 84.00000
86628,2024,7,11,0.03000,87.00000,74.00000, 80.50000
86628,2024,7,12,0.00000,96.00000,76.00000, 86.00000
86628,2024,7,13,0.02000,95.00000,76.00000, 85.50000
86628,2024,7,14,0.28000,96.00000,75.00000, 85.50000
86628,2024,7,15,0.40000,95.00000,75.00000, 85.00000
86628,2024,7,16,0.12000,95.00000,75.00000, 85.00000
86628,2024,7,17,0.00000,94.00000,74.00000, 84.00000
86628,2024,7,18,0.00000,96.00000,76.00000, 86.00000
86628,2024,7,19,0.00000,95.00000,77.00000, 86.00000
86628,2024,7,20,0.00000,97.00000,76.00000, 86.50000
86628,2024,7,21,0.00000,96.00000,77.00000, 86.50000
86628,2024,7,22,0.00000,96.00000,78.00000, 87.00000
86628,2024,7,23,0.00001,96.00000,76.00000, 86.00000
86628,2024,7,24,0.00001,95.00000,78.00000, 86.50000
86628,2024,7,25,0.07000,94.00000,77.00000, 85.50000
86628,2024,7,26,0.00001,96.00000,76.00000, 86.00000
86628,2024,7,27,0.26000,96.00000,76.00000, 86.00000
86628,2024,7,28,1.35000,95.00000,75.00000, 85.00000
86628,2024,7,29,0.11000,92.00000,76.00000, 84.00000
86628,2024,7,30,0.10000,96.00000,76.00000, 86.00000
86628,2024,7,31,0.00000,95.00000,78.00000, 86.50000
86628,2024,8,1,0.01000,96.00000,77.00000, 86.50000
86628,2024,8,2,0.05000,95.00000,77.00000, 86.00000
86628,2024,8,3,0.00001,90.00000,76.00000, 83.00000
86628,2024,8,4,0.43000,89.00000,76.00000, 82.50000
86628,2024,8,5,1.00000,86.00000,76.00000, 81.00000
86628,2024,8,6,0.13000,93.00000,76.00000, 84.50000
86628,2024,8,7,0.00000,96.00000,81.00000, 88.50000
86628,2024,8,8,0.00001,95.00000,81.00000, 88.00000
86628,2024,8,9,0.07000,96.00000,79.00000, 87.50000
86628,2024,8,10,0.07000,93.00000,78.00000, 85.50000
86628,2024,8,11,0.01000,95.00000,76.00000, 85.50000
86628,2024,8,12,0.43000,92.00000,75.00000, 83.50000
86628,2024,8,13,0.00000,95.00000,76.00000, 85.50000
86628,2024,8,14,0.00000,97.00000,79.00000, 88.00000
86628,2024,8,15,0.00001,92.00000,78.00000, 85.00000
86628,2024,8,16,0.00000,91.00000,75.00000, 83.00000
86628,2024,8,17,0.00000,93.00000,74.00000, 83.50000
86628,2024,8,18,0.00000,94.00000,74.00000, 84.00000
86628,2024,8,19,0.00000,96.00000,74.00000, 85.00000
86628,2024,8,20,0.12000,93.00000,76.00000, 84.50000
86628,2024,8,21,0.89000,91.00000,73.00000, 82.00000
86628,2024,8,22,0.56000,85.00000,74.00000, 79.50000
86628,2024,8,23,2.86000,93.00000,69.00000, 81.00000
86628,2024,8,24,0.01000,93.00000,73.00000, 83.00000
86628,2024,8,25,0.00001,94.00000,76.00000, 85.00000
86628,2024,8,26,0.35000,93.00000,76.00000, 84.50000
86628,2024,8,27,0.00000,93.00000,78.00000, 85.50000
86628,2024,8,28,0.03000,92.00000,76.00000, 84.00000
86628,2024,8,29,0.51000,89.00000,75.00000, 82.00000
86628,2024,8,30,0.26000,90.00000,77.00000, 83.50000
86628,2024,8,31,0.00001,91.00000,76.00000, 83.50000
86628,2024,9,1,0.08000,91.00000,75.00000, 83.00000
86628,2024,9,2,0.10000,91.00000,75.00000, 83.00000
86628,2024,9,3,0.00000,93.00000,75.00000, 84.00000
86628,2024,9,4,0.44000,92.00000,75.00000, 83.50000
86628,2024,9,5,0.35000,89.00000,75.00000, 82.00000
86628,2024,9,6,0.40000,92.00000,75.00000, 83.50000
86628,2024,9,7,0.05000,94.00000,75.00000, 84.50000
86628,2024,9,8,0.76000,92.00000,76.00000, 84.00000
86628,2024,9,9,0.42000,89.00000,74.00000, 81.50000
86628,2024,9,10,1.41000,91.00000,74.00000, 82.50000
86628,2024,9,11,0.13000,90.00000,77.00000, 83.50000
86628,2024,9,12,0.07000,90.00000,76.00000, 83.00000
86628,2024,9,13,0.00001,91.00000,78.00000, 84.50000
86628,2024,9,14,0.37000,91.00000,76.00000, 83.50000
86628,2024,9,15,0.15000,90.00000,75.00000, 82.50000
86628,2024,9,16,0.00000,90.00000,75.00000, 82.50000
86628,2024,9,17,0.00000,92.00000,74.00000, 83.00000
86628,2024,9,18,0.00000,93.00000,74.00000, 83.50000
86628,2024,9,19,0.00000,93.00000,74.00000, 83.50000
86628,2024,9,20,0.00000,91.00000,75.00000, 83.00000
86628,2024,9,21,0.00001,91.00000,75.00000, 83.00000
86628,2024,9,22,0.00000,90.00000,73.00000, 81.50000
86628,2024,9,23,0.10000,91.00000,74.00000, 82.50000
86628,2024,9,24,0.00000,92.00000,73.00000, 82.50000
86628,2024,9,25,0.04000,90.00000,77.00000, 83.50000
86628,2024,9,26,0.24000,90.00000,77.00000, 83.50000
86628,2024,9,27,0.03000,92.00000,75.00000, 83.50000
86628,2024,9,28,0.21000,88.00000,74.00000, 81.00000
86628,2024,9,29,0.03000,93.00000,77.00000, 85.00000
86628,2024,9,30,0.00000,95.00000,76.00000, 85.50000
86628,2024,10,1,0.01000,93.00000,75.00000, 84.00000
86628,2024,10,2,0.03000,92.00000,75.00000, 83.50000
86628,2024,10,3,0.00001,91.00000,75.00000, 83.00000
86628,2024,10,4,0.00000,93.00000,75.00000, 84.00000
86628,2024,10,5,0.00000,91.00000,75.00000, 83.00000
86628,2024,10,6,0.46000,77.00000,71.00000, 74.00000
86628,2024,10,7,0.19000,78.00000,71.00000, 74.50000
86628,2024,10,8,0.00001,88.00000,73.00000, 80.50000
86628,2024,10,9,3.79000,81.00000,73.00000, 77.00000
86628,2024,10,10,0.49000,75.00000,69.00000, 72.00000
86628,2024,10,11,0.00000,84.00000,69.00000, 76.50000
86628,2024,10,12,0.00000,87.00000,69.00000, 78.00000
86628,2024,10,13,0.00000,88.00000,69.00000, 78.50000
86628,2024,10,14,0.00000,86.00000,68.00000, 77.00000
86628,2024,10,15,0.00000,87.00000,67.00000, 77.00000
86628,2024,10,16,0.00000,74.00000,59.00000, 66.50000
86628,2024,10,17,0.00000,76.00000,56.00000, 66.00000
86628,2024,10,18,0.00000,81.00000,63.00000, 72.00000
86628,2024,10,19,0.00000,84.00000,67.00000, 75.50000
86628,2024,10,20,0.06000,85.00000,68.00000, 76.50000
86628,2024,10,21,0.01000,85.00000,68.00000, 76.50000
86628,2024,10,22,0.00000,87.00000,69.00000, 78.00000
86628,2024,10,23,0.00000,86.00000,69.00000, 77.50000
86628,2024,10,24,0.00000,86.00000,66.00000, 76.00000
86628,2024,10,25,0.00000,87.00000,64.00000, 75.50000
86628,2024,10,26,0.00000,85.00000,66.00000, 75.50000
86628,2024,10,27,0.00000,84.00000,65.00000, 74.50000
86628,2024,10,28,0.00000,83.00000,69.00000, 76.00000
86628,2024,10,29,0.00001,86.00000,68.00000, 77.00000
86628,2024,10,30,0.09000,86.00000,71.00000, 78.50000
86628,2024,10,31,0.00000,85.00000,69.00000, 77.00000
86628,2024,11,1,0.01000,84.00000,67.00000, 75.50000
86628,2024,11,2,0.03000,82.00000,69.00000, 75.50000
86628,2024,11,3,0.00001,84.00000,70.00000, 77.00000
86628,2024,11,4,0.02000,86.00000,68.00000, 77.00000
86628,2024,11,5,0.00001,84.00000,70.00000, 77.00000
86628,2024,11,6,0.50000,86.00000,76.00000, 81.00000
86628,2024,11,7,0.00000,87.00000,74.00000, 80.50000
86628,2024,11,8,0.00000,88.00000,71.00000, 79.50000
86628,2024,11,9,0.00001,86.00000,70.00000, 78.00000
86628,2024,11,10,0.00000,87.00000,71.00000, 79.00000
86628,2024,11,11,0.00000,88.00000,69.00000, 78.50000
86628,2024,11,12,0.00000,87.00000,70.00000, 78.50000
86628,2024,11,13,0.00000,83.00000,69.00000, 76.00000
86628,2024,11,14,0.00000,84.00000,67.00000, 75.50000
86628,2024,11,15,0.00001,78.00000,60.00000, 69.00000
86628,2024,11,16,0.00000,80.00000,59.00000, 69.50000
86628,2024,11,17,0.00000,80.00000,63.00000, 71.50000
86628,2024,11,18,0.00000,78.00000,58.00000, 68.00000
86628,2024,11,19,0.00000,83.00000,60.00000, 71.50000
86628,2024,11,20,0.00001,81.00000,70.00000, 75.50000
86628,2024,11,21,0.00000,71.00000,55.00000, 63.00000
86628,2024,11,22,0.00000,68.00000,52.00000, 60.00000
86628,2024,11,23,0.00000,67.00000,46.00000, 56.50000
86628,2024,11,24,0.00000,74.00000,43.00000, 58.50000
86628,2024,11,25,0.00000,78.00000,50.00000, 64.00000
86628,2024,11,26,0.00000,81.00000,53.00000, 67.00000
86628,2024,11,27,0.00000,83.00000,53.00000, 68.00000
86628,2024,11,28,0.00000,82.00000,54.00000, 68.00000
86628,2024,11,29,0.04000,76.00000,54.00000, 65.00000
86628,2024,11,30,0.00000,69.00000,48.00000, 58.50000
86628,2024,12,1,0.00000,68.00000,47.00000, 57.50000
86628,2024,12,2,0.00000,66.00000,44.00000, 55.00000
86628,2024,12,3,0.00000,63.00000,42.00000, 52.50000
86628,2024,12,4,0.00000,69.00000,42.00000, 55.50000
86628,2024,12,5,0.00000,73.00000,44.00000, 58.50000
86628,2024,12,6,0.00001,72.00000,49.00000, 60.50000
86628,2024,12,7,0.00000,70.00000,44.00000, 57.00000
86628,2024,12,8,0.00000,75.00000,48.00000, 61.50000
86628,2024,12,9,0.00000,80.00000,52.00000, 66.00000
86628,2024,12,10,0.00000,82.00000,56.00000, 69.00000
86628,2024,12,11,0.03000,79.00000,51.00000, 65.00000
86628,2024,12,12,0.00000,65.00000,45.00000, 55.00000
86628,2024,12,13,0.00000,76.00000,48.00000, 62.00000
86628,2024,12,14,0.00001,77.00000,56.00000, 66.50000
86628,2024,12,15,0.00001,80.00000,62.00000, 71.00000
86628,2024,12,16,0.09000,81.00000,59.00000, 70.00000
86628,2024,12,17,0.32000,83.00000,65.00000, 74.00000
86628,2024,12,18,0.00000,81.00000,64.00000, 72.50000
86628,2024,12,19,0.00000,81.00000,62.00000, 71.50000
86628,2024,12,20,0.00000,71.00000,51.00000, 61.00000
86628,2024,12,21,0.00000,62.00000,47.00000, 54.50000
86628,2024,12,22,0.00000,70.00000,47.00000, 58.50000
86628,2024,12,23,0.00000,73.00000,53.00000, 63.00000
86628,2024,12,24,0.00000,66.00000,53.00000, 59.50000
86628,2024,12,25,0.00000,69.00000,53.00000, 61.00000
86628,2024,12,26,0.00001,80.00000,56.00000, 68.00000
86628,2024,12,27,0.00001,78.00000,63.00000, 70.50000
86628,2024,12,28,0.00001,77.00000,64.00000, 70.50000
86628,2024,12,29,1.10000,79.00000,64.00000, 71.50000
86628,2024,12,30,0.03000,77.00000,66.00000, 71.50000
86628,2024,12,31,0.26000,77.00000,65.00000, 71.00000
